Id,VLOOKup BARCODE,VLOOKUP-lat,ROUNDLAT-RimportFILE,VLOOKUP-long,ROUNDLONG-RimportFile,LATS match,Tag,Del,CollectionEventCategoryCode,ProjectName,LONGS match,Latitude-inBRAHMS,Longitude-inBRAHMS,LLDatum,LLResolution-in BRAHMS,VLOOK-UP LLRESOL,VLOOK-UP MATCH,LLOrigin,Comments,georeferencedBy,georeferenceRemarks,CurationText,Town_rng
a3502549-41e5-41c4-929b-0908810b7553,0027275MOR,42.451974,42.451974,-88.188885,-88.188885,PROBLEM,*,,PS,,PROBLEM,42.443005,-88.189719,WGS84,200m,200m,GOOD,GeoLocate,,Louise and Lee,"Based on description, confirmed with Google Maps but not with geolocate [TRS: T46N R9E S28 - W 1/2, NE 1/4 & S21 - S 1/2, SE 1/4]","georeference remarks modify TRS, however that info is kept in georeferenceRemarks, and TRS fields within database have not been changed.","T46N (null) Sec. 21 S 1/2, SE 1/4 & S28 - W 1/2, NE 1/4"
8d680732-76db-4ff3-954a-09ac68c31d3d,0027041MOR,42.055523,42.055523,-87.883571,-87.883571,GOOD,*,,PS,,GOOD,42.055523,-87.883571,WGS84,117m,117m,GOOD,GeoLocate,,Louise and Lee,based on collectors desc. & 1/4 sec,,T41N R12E Sec. 9 SW 1/4
ebb272c4-ab97-4f1a-92f1-09b545f46f1b,0043684MOR,41.818437,41.818437,-88.079059,-88.079059,GOOD,*,,PS,,GOOD,41.818437,-88.079059,WGS84,57m,57m,GOOD,GeoLocate,,Louise and Lee,based on collectors description,,
1ffb3f15-d376-4032-b055-0a3d3f714ba6,0044009MOR,41.816294,41.816294,-88.052709,-88.052709,GOOD,*,,PS,,PROBLEM,41.816294,-88.052709,WGS84,200m,200m,GOOD,GeoLocate,,Louise and Lee,based on collectors description,,
34002dd1-3ea6-4dc9-8e99-0a4f77a6fd13,0038246MOR,41.675522,41.675522,-87.672538,-87.672538,GOOD,*,,PS,,GOOD,41.675522,-87.672538,WGS84,125m,125m,GOOD,GeoLocate,Det. by Herb Lamp.,"Brown, Bethany",,,
180c1652-9581-4871-8237-0b5955e3f6cd,0050689MOR,42.262576,42.262576,-87.890521,-87.890521,GOOD,*,,PS,Hill's Oak Molecular Studies 2005-2006: Taxonomy/hybridization In Hill's Oak: Molecular Studies Funded By A Franklin Research Grant From Aps: 2005-2006,GOOD,42.262576,-87.890521,WGS84,174m,174m,GOOD,GeoLocate,"Second collection Oct. 10, 2005 (JW124). Vegetation young.",Louise and Lee,based on collectors description,,
75b7fca8-45a4-4544-be69-0bb2171fadef,0027239MOR,41.814087,41.814087,-88.04919,-88.04919,GOOD,*,,PS,,PROBLEM,41.814087,-88.04919,WGS84,93m,93m,GOOD,GeoLocate,"45 ft tree. Note concentric arcs on fruit. Additional annotation label information by Andrew Hipp (MOR) on May 16, 2007: Terminal buds 5-6 mm long, silky-pubescent on distal 1/2; acorns with a single ring of pits ~3 mm diam at the sylar end; acorn cap bodies somewhat glossy, tuberculated.",Louise and Lee,based on collectors description,,
ccbc6c0f-3075-466c-8aa9-0be9df12a327,0027197MOR,41.752543,41.752543,-86.665852,-86.665852,PROBLEM,*,,PS,,GOOD,41.752351,-86.666195,WGS84,60m,42m,PROBLEM,GeoLocate,Unusual oaks at this site were first brought to my attention by Ken Dritz.,Louise and Lee,based on collectors description,,
503d4cc1-de31-4dae-b756-0cbf95d69284,0044133MOR,41.814599,41.814599,-88.054468,-88.054468,GOOD,*,,PS,,GOOD,41.814599,-88.054468,WGS84,59m,59m,GOOD,GeoLocate,"Original Source: F.N.B. Agrelius, Emporia,KS Round tree 60' high & 20' wide in good condition. Multistem. Bark fissured and light gray. Twig smooth and green/brown. Fruit green, cap RHS #165-C, bottom RHS #142-C.",Louise and Lee,based on collectors description,,
3aef4084-d268-445f-8c6d-0ce980b45b37,0043949MOR,41.816038,41.816038,-88.071034,-88.071034,GOOD,*,,PS,,PROBLEM,41.816038,-88.071034,WGS84,107m,107m,GOOD,GeoLocate,"Original Source: PLT fr KOHANKIE NURS. Tree 12m tall, 8m crown, 2-3 dm dbh, bark black, deeply grooved, a few dead branches along tree. In fair shape.",Louise and Lee,based on collectors description,,
09845996-ecae-4239-9ae9-0d22c08b6740,0044000MOR,41.816678,41.816678,-88.052537,-88.052537,GOOD,*,,PS,,GOOD,41.816678,-88.052537,WGS84,195m,195m,GOOD,GeoLocate,,Louise and Lee,based on collectors description,,
3cc52160-42c1-4af2-ae74-0d306235f399,0043551MOR,41.815590,41.815590,-88.051593,-88.051593,PROBLEM,*,,PS,,PROBLEM,41.815078,-88.04919,WGS84,136m,164m,PROBLEM,GeoLocate,Original Source: Seed from NY B.G.,Louise and Lee,based on collectors description,,
500992b7-198c-44c0-9309-0de415d429cb,0043968MOR,41.819556,41.819556,-88.075025,-88.075025,GOOD,*,,PS,,PROBLEM,41.819556,-88.075025,WGS84,45m,45m,GOOD,GeoLocate,"Original Source: Hinsdale Nurseries Hinsdale, I Oval shaped tree 35' high 20' wide 10"""" dbh in good condition. Bark smooth and light gray. Twig smooth and green-brown. Current leaves second growth for year. Branches pendulous and down to ground.",Louise and Lee,based on collectors description,,
fdc36ff0-19ba-4be1-b4d9-0e061dce95bb,0043963MOR,41.817293,41.817293,-88.046831,-88.046831,PROBLEM,*,,PS,,PROBLEM,41.816397,-88.047175,WGS84,202m,182m,PROBLEM,GeoLocate,Original Source: PLT fr xp. plot,Louise and Lee,based on collectors description,,
3c9fbee6-1a4e-4e13-b7b8-0edaf037a80d,0027211MOR,41.833306,41.833306,-86.624538,-86.624538,GOOD,*,,PS,,GOOD,41.833306,-86.624538,WGS84,613m,613m,GOOD,GeoLocate,County Voucher supplementing earlier sight record,Louise and Lee,based on collectors description,,
c40fda11-3223-46d2-8f02-0f457c21bbc4,0038313MOR,42.553624,42.553624,-87.905048,-87.905048,GOOD,*,,PS,,PROBLEM,42.553624,-87.905048,WGS84,108m,108m,GOOD,GeoLocate,County Voucher supplementing earlier sight record.,"Brown, Bethany",,,"T1N R22E Sec. 9 SE 1/4, SW 1/4"
486bea79-2ddc-4ea4-a5a4-0fe1b77047f3,0027344MOR,41.489402,41.489402,-87.65701,-87.65701,GOOD,*,,PS,,GOOD,41.489402,-87.65701,WGS84,203m,203m,GOOD,GeoLocate,,Louise and Lee,based on collectors desc. & 1/4 sec,,T35N R14E Sec. 30 SE 1/4
60f919c5-94e6-4545-bec4-1029934efdce,0027326MOR,41.556067,41.556067,-87.594147,-87.594147,GOOD,*,,PS,,GOOD,41.556067,-87.594147,WGS84,180m,180m,GOOD,GeoLocate,,Louise and Lee,based on collectors description,,
64a6bf09-e586-433f-9cbf-10358bbaac2c,0027255MOR,41.818405,41.818405,-88.043697,-88.043697,GOOD,*,,PS,,PROBLEM,41.818405,-88.043697,WGS84,96m,96m,GOOD,GeoLocate,"Fruit involucres 20-23.5 mm Additional annotation label information by Andrew Hipp (MOR) on May 16, 2007: Longest terminal bud 5 mm long, silky-pubescent on distal 1/2.",Louise and Lee,based on collectors description,,
112f23de-45ff-446d-93d0-119bbdcb55b1,0027051MOR,42.043367,42.043367,-88.623583,-88.623583,GOOD,*,,PS,,PROBLEM,42.043367,-88.623583,WGS84,193m,193m,GOOD,GeoLocate,"40' tall, 18"""" dbh. No acorns visible on any of the white oaks here.",Louise and Lee,based on collectors description,,
8b05db2f-8112-4b6f-b57b-11dcc71d7e38,0027340MOR,42.139042,42.139042,-88.093672,-88.093672,GOOD,*,,PS,,PROBLEM,42.139042,-88.093672,WGS84,326m,326m,GOOD,GeoLocate,"40' tall, 8-12"""" dbh. 2 large trees and a few seedlings in area. Acorns uncommon, but have """"typical"""" rubra morphology.",Louise and Lee,based on Collectors descripton,,
3cdb5b55-9fb9-4b98-8bfe-12eefd05bd2f,0044016MOR,41.812840,41.812840,-88.062837,-88.062837,GOOD,*,,PS,,GOOD,41.812840,-88.062837,WGS84,125m,125m,GOOD,GeoLocate,,Louise and Lee,based on collectors description,,
e5333a82-9214-4840-84f0-13617f7aef92,0027440MOR,41.737296,41.737296,-86.485884,-86.485884,GOOD,*,,PS,,PROBLEM,41.737296,-86.485884,WGS84,192m,192m,GOOD,GeoLocate,,Louise and Lee,based on collectors description,,
eae61990-a85e-4133-bef6-1365c18472c0,0027046MOR,41.783377,41.783377,-86.717381,-86.717381,GOOD,*,,PS,,GOOD,41.783377,-86.717381,WGS84,195m,195m,GOOD,GeoLocate,One sapling,Louise and Lee,based on collectors description,,"T8S R21W Sec. 14 SE 1/4, SW 1/4, NW 1/4"
241df642-51fc-4920-a6da-14036d9f9659,0043762MOR,41.812008,41.812008,-88.071935,-88.071935,GOOD,*,,PS,,PROBLEM,41.812008,-88.071935,WGS84,63m,63m,GOOD,GeoLocate,"Original Source: Unknown Tree 50' tall x 25' wide 18-20"""" dbh in good condition with some dieback. Trunk bark plated, fissured, and gray. Twigs tan-brown. Flower greenish. Underside of leaves whitish.",Louise and Lee,based on collectors description,,
b6d8fabe-99cd-45ff-bfe4-1490657db731,0038014MOR,41.672533,41.672533,-88.442682,-88.442682,GOOD,*,,PS,,GOOD,41.672533,-88.442682,WGS84,483m,483m,GOOD,GeoLocate,,"Brown, Bethany",,,
4b60ce0c-bd29-40e2-9b57-149b1a942a55,0027037MOR,41.877963,41.877963,-86.603143,-86.603143,GOOD,*,,PS,National Cancer Institute 1999-2000 Antiaids-anticancer Testing,GOOD,41.877963,-86.603143,WGS84,118m,118m,GOOD,GeoLocate,"Tree to 10 m tall, crown 4 m wide, 15 cm dbh, bark gray to tan, plates and fissures. Young branches smooth and brownish green. Sample part: LV, TW. NCI Code OGDK4046-H;49-K",Louise and Lee,based on collectors description,,
d7c1458f-c7eb-42fd-8bc9-14a96af95982,0038323MOR,42.046419,42.046419,-88.625728,-88.625728,GOOD,*,,PS,,PROBLEM,42.046419,-88.625728,WGS84,462m,462m,GOOD,GeoLocate,"10-12"""" dbh, to 30' tall. Acorns collected? yes",Louise and Lee,based on collectors description,,
ea9548a8-2d5d-4faa-bfce-14ad8d8b620b,0027307MOR,41.661706,41.661706,-87.009063,-87.009063,PROBLEM,*,,PS,,PROBLEM,41.661620,-87.008352,WGS84,184m,159m,PROBLEM,GeoLocate,Common.,Louise and Lee,based on collectors desc. & 1/4 sec,,"T37N R5W Sec. 16 NW 1/4, NW 1/4"
224550fe-e44a-408e-8aca-150fe8c043d7,0027410MOR,40.778574,40.778574,-87.164666,-87.164666,GOOD,*,,PS,,PROBLEM,40.778574,-87.164666,WGS84,121m,121m,GOOD,GeoLocate,,Louise and Lee,based on collectors description,,T27N R7W Sec. 24 N 1/2
c3f454b9-e25c-4f73-991f-158652a4c74a,0043557MOR,41.815974,41.815974,-88.070776,-88.070776,GOOD,*,,PS,,PROBLEM,41.815974,-88.070776,WGS84,112m,112m,GOOD,GeoLocate,Original Source: Kohankie,Louise and Lee,based on collectors description,,
c920d3a9-9bf1-4be8-92f2-15a785ca4938,0027349MOR,41.871891,41.871891,-86.638922,-86.638922,GOOD,*,,PS,National Cancer Institute 1997-1998: Antiaids-anticancer Testing,PROBLEM,41.871891,-86.638922,WGS84,198m,198m,GOOD,GeoLocate,"Tree, 3 ft. d.b.h., 80 ft. tall. Sample part: FL. NCI CODE 0GDK2033-S.",Louise and Lee,based on collectors description,,
6b84ab2a-5c07-49cd-bdb1-15a916940499,0027324MOR,41.710047,41.710047,-87.99589,-87.99589,PROBLEM,*,,PS,,GOOD,41.710303,-87.997949,WGS84,818m,941m,PROBLEM,GeoLocate,,Louise and Lee,based on collectors description,,
7c9ee1eb-6350-4762-88d0-15c361f9bc73,0027229MOR,42.015108,42.015108,-88.253279,-88.253279,GOOD,*,,PS,,GOOD,42.015108,-88.253279,WGS84,210m,210m,GOOD,GeoLocate,"Leaves noticeably light yellow green. One tree approx 10 m. Branches pendant. Additional annotation label information by Andrew Hipp (MOR) on May 16, 2007: Note: same collector number as MOR 61938",Louise and Lee,based on collectors description,,T41N R9E Sec. 19 S 1/2 and S30 - N 1/2
3c1459a2-a767-46fc-982e-15c522bb3bf5,0027441MOR,41.163475,41.163475,-89.741929,-89.741929,GOOD,*,,PS,,PROBLEM,41.163475,-89.741929,WGS84,210m,210m,GOOD,GeoLocate,"8"""" dbh & 30' tall max.",Louise and Lee,based on Collectors descripton,,
fc42accf-3d8a-4856-b858-166c50af0d1c,0044010MOR,41.815334,41.815334,-88.053138,-88.053138,PROBLEM,*,,PS,,GOOD,41.815142,-88.050306,WGS84,187m,197m,PROBLEM,GeoLocate,,Louise and Lee,based on collectors description,,
4f0a5ef6-5633-4f38-8849-166e6d1cc494,0043587MOR,41.815334,41.815334,-88.050821,-88.050821,GOOD,*,,PS,,PROBLEM,41.815334,-88.050821,WGS84,107m,107m,GOOD,GeoLocate,"Original Source: SD fr USDA, Ames, IA Cone-shaped tree, 25' high & 20' wide in poor condition with 5' on top and sides dead. Trunk bark fissured and dark gray. Trunk covered with poison ivy.",Louise and Lee,based on collectors description,,
d7887883-1f56-4c2e-932a-16787a8f3277,0038225MOR,42.426222,42.426222,-87.933608,-87.933608,GOOD,*,,PS,,GOOD,42.426222,-87.933608,WGS84,435m,435m,GOOD,GeoLocate,"2nd and 3rd collection dates: Oct. 31, 1986 & Nov. 6, 1986","Brown, Bethany",,,
a227fb0e-a66c-442b-80b4-16eaff7ea16c,0027097MOR,41.651852,41.651852,-86.367762,-86.367762,GOOD,*,,PS,,PROBLEM,41.651852,-86.367762,WGS84,200m,200m,GOOD,GeoLocate,,Louise and Lee,based on collectors description,,
71f53908-1b37-4afb-b555-16f6cdc0afce,0043939MOR,41.814137,41.814137,-88.069074,-88.069074,GOOD,*,,PS,,GOOD,41.814137,-88.069074,WGS84,100m,100m,GOOD,GeoLocate,"Original Source: Spont. Logansport, IN Oval shaped tree 40' by 22' wide in good condition with yellow-green catkins. Single trunk with scaled gray bark and gray twigs.",Louise and Lee,based on collectors description,,
ce59083e-1e9a-470f-bda1-17058d7d2a17,0027052MOR,41.665203,41.665203,-87.896937,-87.896937,GOOD,*,,PS,,PROBLEM,41.665203,-87.896937,WGS84,132m,132m,GOOD,GeoLocate,,Louise and Lee,based on collectors description,,
e88fdaeb-666d-4f7a-956e-171ceb30432b,0044008MOR,41.814631,41.814631,-88.051078,-88.051078,PROBLEM,*,,PS,,GOOD,41.814887,-88.051164,WGS84,195m,195m,GOOD,GeoLocate,,Louise and Lee,based on collectors description,,
2ad54966-d8af-4fa8-a6da-18254e29c708,0051245MOR,42.262576,42.262576,-87.890521,-87.890521,GOOD,*,,PS,Hill's Oak Molecular Studies 2005-2006: Taxonomy/hybridization In Hill's Oak: Molecular Studies Funded By A Franklin Research Grant From Aps: 2005-2006,GOOD,42.262576,-87.890521,WGS84,174m,174m,GOOD,GeoLocate,"First collection made May 20, 2005 (#2468). Acorns collected from ground. See staff for fruit.",Louise and Lee,based on collectors description,,
9232e21b-c5d3-4920-9395-1854e807492f,0027029MOR,41.668169,41.668169,-87.006446,-87.006446,PROBLEM,*,,PS,,PROBLEM,41.668570,-87.006296,WGS84,197m,205m,PROBLEM,GeoLocate,"Common. Small to large trees, 2-10 m tall.",Louise and Lee,based on collectors desc. & 1/4 sec,,"T37N R5W Sec. 9 SW 1/4, SW 1/4"
634cc984-12d2-4fe7-ab58-18f52f26767b,0027359MOR,41.359848,41.359848,-87.232242,-87.232242,GOOD,*,,PS,,PROBLEM,41.359848,-87.232242,WGS84,189m,189m,GOOD,GeoLocate,,Louise and Lee,based on collectors description,,T34N R7W Sec. 28 S 1/2 & S33 - N 1/2
723102dc-aad4-4790-998a-191197dcb20b,0038244MOR,41.870322,41.870322,-88.131099,-88.131099,GOOD,*,,PS,,GOOD,41.870322,-88.131099,WGS84,199m,199m,GOOD,GeoLocate,June - July.,"Brown, Bethany",,,
d6fbd2e8-7545-43ad-9350-192fc3803d90,0027268MOR,42.556623,42.556623,-88.156745,-88.156745,GOOD,*,,PS,,GOOD,42.556623,-88.156745,WGS84,205m,205m,GOOD,GeoLocate,,Louise and Lee,based on collectors description,,"T1N R20E Sec. 8 W 1/2, SW 1/4"
126b7222-8381-44df-acf2-198d3940d14d,0027065MOR,41.812520,41.812520,-88.047817,-88.047817,GOOD,*,,PS,,PROBLEM,41.812520,-88.047817,WGS84,204m,204m,GOOD,GeoLocate,,Louise and Lee,based on collectors description,,
69bd7ef4-e966-400f-a735-19eca660929b,0043983MOR,41.816870,41.816870,-88.064725,-88.064725,GOOD,*,,PS,,PROBLEM,41.816870,-88.064725,WGS84,228m,228m,GOOD,GeoLocate,"Original Source: SD, Julian Steyermark",Louise and Lee,based on collectors description,,
ec0c925f-6897-4b7c-8ec4-1a321827ffeb,0027042MOR,41.792618,41.792618,-86.72746,-86.72746,GOOD,*,,PS,,PROBLEM,41.792618,-86.72746,WGS84,188m,188m,GOOD,GeoLocate,Tree had fine STALKED acorns (out of reach).,Louise and Lee,based on collectors description,,
76fefbf8-93f2-43db-b312-1a4bc40e40f7,0027299MOR,41.519501,41.519501,-87.416354,-87.416354,GOOD,*,,PS,,PROBLEM,41.519501,-87.416354,WGS84,194m,194m,GOOD,GeoLocate,,Louise and Lee,based on collectors description,,
e2f99172-780e-435c-a17d-1b3fb390ff30,0027189MOR,41.684248,41.684248,-88.026262,-88.026262,GOOD,*,,PS,,GOOD,41.684248,-88.026262,WGS84,172m,172m,GOOD,GeoLocate,,Louise and Lee,based on collectors description,,
fb7068dc-eef4-4afb-9e75-1bce9625c2df,0027277MOR,41.456201,41.456201,-86.770456,-86.770456,GOOD,*,,PS,,PROBLEM,41.456201,-86.770456,WGS84,159m,159m,GOOD,GeoLocate,A few trees,Louise and Lee,based on collectors description,,
6e4851f4-261d-4184-8cbb-1c0aa0e79437,0048778MOR,41.976664,41.976664,-88.222424,-88.222424,GOOD,*,,PS,,GOOD,41.976664,-88.222424,WGS84,17m,17m,GOOD,GeoLocate,"30' tall, 6"""" dbh. Few acorns. Caps distinctly fringed with loose scales. Additional annotation label information by Andrew Hipp (MOR) on May 16, 2007: Terminal buds to 3.5 mm long, silky-pubescent on distal 3/4; acorn cap scales loose, but caps glabrous within. Perhaps some introgression from Q. velutina.",Louise and Lee,based on collectors description,,
44b8b53e-00be-49ea-8228-1c26f704f9ea,0027040MOR,41.737364,41.737364,-88.850705,-88.850705,GOOD,*,,PS,,GOOD,41.737364,-88.850705,WGS84,194m,194m,GOOD,GeoLocate,,Louise and Lee,based on collectors description,,T38N R3E Sec. 26 SE
72003ff9-8077-48c8-a0d9-1c5c91c8ee4d,0027060MOR,42.055523,42.055523,-87.883571,-87.883571,GOOD,*,,PS,,GOOD,42.055523,-87.883571,WGS84,117m,117m,GOOD,GeoLocate,,Louise and Lee,based on collectors desc. & 1/4 sec,,T41N R12E Sec. 9 SW 1/4
d49d1532-f5cf-4370-8dd8-1d07ae852952,0027027MOR,41.329499,41.329499,-86.737394,-86.737394,GOOD,*,,PS,,PROBLEM,41.329499,-86.737394,WGS84,193m,193m,GOOD,GeoLocate,,Louise and Lee,based on collectors description,,T33N R3W Sec. 2 SW 1/4 & S11 - NW 1/4
fae42b4e-cbe7-44d2-a8fc-1d2016ac06a5,0027125MOR,41.395590,41.395590,-88.332195,-88.332195,GOOD,*,,PS,,PROBLEM,41.395590,-88.332195,WGS84,188m,188m,GOOD,GeoLocate,,Louise and Lee,based on collectors description,,
